dataset,k_shot,stage,seed,config_a,config_b,p_raw,n_discordant,b_only,c_only,exact_used,n_err_a,n_err_b,n_err_both,jaccard,gpu_mismatch,p_holm,significant_holm_05
resisc45,10,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_satlas-aerial_rgb3,8.129392299181728e-182,1765,278,1487,False,2338,1129,851,0.3253058103975535,False,8.129392299181728e-181,True
resisc45,10,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_satlas-rgb_rgb3,1.3623147435807797e-47,1520,477,1043,False,2338,1772,1295,0.46003552397868563,False,8.173888461484678e-47,True
resisc45,10,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_scratch_rgb3,4.596311724439255e-229,1953,1691,262,False,2338,3767,2076,0.5152643335815339,False,5.975205241771032e-228,True
resisc45,10,stage2,42,resnet50_scratch_rgb3,swin_b_imagenet_rgb3,0.0,2911,127,2784,False,3655,998,871,0.23030142781597038,False,0.0,True
resisc45,10,stage2,42,resnet50_scratch_rgb3,swin_b_satlas-aerial_rgb3,0.0,2806,140,2666,False,3655,1129,989,0.2606060606060606,False,0.0,True
resisc45,10,stage2,42,resnet50_scratch_rgb3,swin_b_satlas-rgb_rgb3,0.0,2281,199,2082,False,3655,1772,1573,0.4081473793461339,False,0.0,True
resisc45,10,stage2,42,resnet50_scratch_rgb3,swin_b_scratch_rgb3,0.0003501351715318025,964,538,426,False,3655,3767,3229,0.770093012163129,False,0.0003501351715318025,True
resisc45,10,stage2,42,swin_b_imagenet_rgb3,swin_b_satlas-aerial_rgb3,3.7005027430015096e-05,993,562,431,False,998,1129,567,0.36346153846153845,False,7.401005486003019e-05,True
resisc45,10,stage2,42,swin_b_imagenet_rgb3,swin_b_satlas-rgb_rgb3,2.101871688028065e-98,1348,1061,287,False,998,1772,711,0.345313258863526,False,1.681497350422452e-97,True
resisc45,10,stage2,42,swin_b_imagenet_rgb3,swin_b_scratch_rgb3,0.0,2981,2875,106,False,998,3767,892,0.2303124193131939,False,0.0,True
resisc45,10,stage2,42,swin_b_satlas-aerial_rgb3,swin_b_satlas-rgb_rgb3,3.4435322069148157e-71,1295,969,326,False,1129,1772,803,0.382745471877979,False,2.410472544840371e-70,True
resisc45,10,stage2,42,swin_b_satlas-aerial_rgb3,swin_b_scratch_rgb3,0.0,2922,2780,142,False,1129,3767,987,0.25249424405218723,False,0.0,True
resisc45,10,stage2,42,swin_b_satlas-rgb_rgb3,swin_b_scratch_rgb3,0.0,2361,2178,183,False,1772,3767,1589,0.40227848101265823,False,0.0,True
resisc45,25,stage2,42,resnet50_imagenet_rgb3,resnet50_satlas-rgb_rgb3,2.65844313374231e-111,1482,1173,309,False,962,1826,653,0.30585480093676815,False,2.392598820368079e-110,True
resisc45,25,stage2,42,resnet50_imagenet_rgb3,resnet50_scratch_rgb3,0.0,2692,2553,139,False,962,3376,823,0.23413940256045518,False,0.0,True
resisc45,25,stage2,42,resnet50_imagenet_rgb3,swin_b_imagenet_rgb3,8.364279772649632e-21,833,281,552,False,962,691,410,0.32984714400643605,False,4.182139886324816e-20,True
resisc45,25,stage2,42,resnet50_imagenet_rgb3,swin_b_satlas-aerial_rgb3,4.993906506374889e-06,954,406,548,False,962,820,414,0.3026315789473684,False,4.993906506374889e-06,True
resisc45,25,stage2,42,resnet50_imagenet_rgb3,swin_b_satlas-rgb_rgb3,2.0417015651653455e-14,1060,655,405,False,962,1212,557,0.34446505875077305,False,8.166806260661382e-14,True
resisc45,25,stage2,42,resnet50_imagenet_rgb3,swin_b_scratch_rgb3,0.0,2815,2695,120,False,962,3537,842,0.23024336888159694,False,0.0,True
resisc45,25,stage2,42,resnet50_satlas-rgb_rgb3,resnet50_scratch_rgb3,8.750759901746007e-260,2024,1787,237,False,1826,3376,1589,0.4398007196235815,False,1.0500911882095208e-258,True
resisc45,25,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_imagenet_rgb3,1.3152402714546623e-186,1515,190,1325,False,1826,691,501,0.24851190476190477,False,1.4467642986001285e-185,True
resisc45,25,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_satlas-aerial_rgb3,1.9601212162483198e-150,1480,237,1243,False,1826,820,583,0.28259815802229765,False,1.9601212162483198e-149,True
resisc45,25,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_satlas-rgb_rgb3,4.6628032051721116e-64,1316,351,965,False,1826,1212,861,0.3954983922829582,False,3.7302425641376893e-63,True
resisc45,25,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_scratch_rgb3,1.37096090395373e-309,2067,1889,178,False,1826,3537,1648,0.44360699865410497,False,1.7822491751398464e-308,True
resisc45,25,stage2,42,resnet50_scratch_rgb3,swin_b_imagenet_rgb3,0.0,2891,103,2788,False,3376,691,588,0.16901408450704225,False,0.0,True
resisc45,25,stage2,42,resnet50_scratch_rgb3,swin_b_satlas-aerial_rgb3,0.0,2756,100,2656,False,3376,820,720,0.20713463751438435,False,0.0,True
resisc45,25,stage2,42,resnet50_scratch_rgb3,swin_b_satlas-rgb_rgb3,0.0,2464,150,2314,False,3376,1212,1062,0.3011911514463982,False,0.0,True
resisc45,25,stage2,42,resnet50_scratch_rgb3,swin_b_scratch_rgb3,1.3302314737684672e-06,1095,628,467,False,3376,3537,2909,0.7265234765234765,False,3.990694421305402e-06,True
resisc45,25,stage2,42,swin_b_imagenet_rgb3,swin_b_satlas-aerial_rgb3,2.3428308262066193e-06,735,432,303,False,691,820,388,0.3455031166518255,False,4.685661652413239e-06,True
resisc45,25,stage2,42,swin_b_imagenet_rgb3,swin_b_satlas-rgb_rgb3,1.6134269657208056e-62,971,746,225,False,691,1212,466,0.3242867084203201,False,1.129398876004564e-61,True
resisc45,25,stage2,42,swin_b_imagenet_rgb3,swin_b_scratch_rgb3,0.0,3026,2936,90,False,691,3537,601,0.1657016818307141,False,0.0,True
resisc45,25,stage2,42,swin_b_satlas-aerial_rgb3,swin_b_satlas-rgb_rgb3,1.176552781709125e-34,1014,703,311,False,820,1212,509,0.33420879842416285,False,7.05931669025475e-34,True
resisc45,25,stage2,42,swin_b_satlas-aerial_rgb3,swin_b_scratch_rgb3,0.0,2877,2797,80,False,820,3537,740,0.20458943876140448,False,0.0,True
resisc45,25,stage2,42,swin_b_satlas-rgb_rgb3,swin_b_scratch_rgb3,0.0,2591,2458,133,False,1212,3537,1079,0.29400544959128067,False,0.0,True
resisc45,50,stage2,42,resnet50_imagenet_rgb3,resnet50_satlas-rgb_rgb3,4.865883593315154e-90,1200,949,251,False,711,1409,460,0.27710843373493976,False,4.379295233983639e-89,True
resisc45,50,stage2,42,resnet50_imagenet_rgb3,resnet50_scratch_rgb3,0.0,2596,2493,103,False,711,3101,608,0.18976279650436953,False,0.0,True
resisc45,50,stage2,42,resnet50_imagenet_rgb3,swin_b_imagenet_rgb3,2.3415296620711452e-18,594,190,404,False,711,497,307,0.3407325194228635,False,1.1707648310355727e-17,True
resisc45,50,stage2,42,resnet50_imagenet_rgb3,swin_b_satlas-aerial_rgb3,1.525306313393993e-11,720,269,451,False,711,529,260,0.2653061224489796,False,4.5759189401819794e-11,True
resisc45,50,stage2,42,resnet50_imagenet_rgb3,swin_b_satlas-rgb_rgb3,4.3797330114683955e-05,848,484,364,False,711,831,347,0.2903765690376569,False,8.759466022936791e-05,True
resisc45,50,stage2,42,resnet50_imagenet_rgb3,swin_b_scratch_rgb3,0.0,2825,2735,90,False,711,3356,621,0.18020893789901335,False,0.0,True
resisc45,50,stage2,42,resnet50_satlas-rgb_rgb3,resnet50_scratch_rgb3,4.111311237885605e-296,2114,1903,211,False,1409,3101,1198,0.3617149758454106,False,4.933573485462726e-295,True
resisc45,50,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_imagenet_rgb3,2.7929427143349404e-148,1234,161,1073,False,1409,497,336,0.2140127388535032,False,3.0722369857684346e-147,True
resisc45,50,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_satlas-aerial_rgb3,1.377694469078513e-135,1258,189,1069,False,1409,529,340,0.2127659574468085,False,1.3776944690785128e-134,True
resisc45,50,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_satlas-rgb_rgb3,2.1514603074159942e-68,1090,256,834,False,1409,831,575,0.34534534534534533,False,1.7211682459327954e-67,True
resisc45,50,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_scratch_rgb3,0.0,2327,2137,190,False,1409,3356,1219,0.3437676254935138,False,0.0,True
resisc45,50,stage2,42,resnet50_scratch_rgb3,swin_b_imagenet_rgb3,0.0,2738,67,2671,False,3101,497,430,0.13573232323232323,False,0.0,True
resisc45,50,stage2,42,resnet50_scratch_rgb3,swin_b_satlas-aerial_rgb3,0.0,2710,69,2641,False,3101,529,460,0.14511041009463724,False,0.0,True
resisc45,50,stage2,42,resnet50_scratch_rgb3,swin_b_satlas-rgb_rgb3,0.0,2442,86,2356,False,3101,831,745,0.23376215877000314,False,0.0,True
resisc45,50,stage2,42,resnet50_scratch_rgb3,swin_b_scratch_rgb3,2.0168860613762105e-13,1195,725,470,False,3101,3356,2631,0.6876633559853633,False,8.067544245504842e-13,True
resisc45,50,stage2,42,swin_b_imagenet_rgb3,swin_b_satlas-aerial_rgb3,0.1854185794784961,548,290,258,False,497,529,239,0.3036848792884371,False,0.1854185794784961,False
resisc45,50,stage2,42,swin_b_imagenet_rgb3,swin_b_satlas-rgb_rgb3,1.854571690523083e-35,718,526,192,False,497,831,305,0.2981427174975562,False,1.2982001833661583e-34,True
resisc45,50,stage2,42,swin_b_imagenet_rgb3,swin_b_scratch_rgb3,0.0,2987,2923,64,False,497,3356,433,0.12660818713450292,False,0.0,True
resisc45,50,stage2,42,swin_b_satlas-aerial_rgb3,swin_b_satlas-rgb_rgb3,5.834465575631522e-28,754,528,226,False,529,831,303,0.28666035950804164,False,3.5006793453789134e-27,True
resisc45,50,stage2,42,swin_b_satlas-aerial_rgb3,swin_b_scratch_rgb3,0.0,2947,2887,60,False,529,3356,469,0.13729508196721313,False,0.0,True
resisc45,50,stage2,42,swin_b_satlas-rgb_rgb3,swin_b_scratch_rgb3,0.0,2725,2625,100,False,831,3356,731,0.2115162037037037,False,0.0,True
resisc45,100,stage2,42,resnet50_imagenet_rgb3,resnet50_satlas-rgb_rgb3,4.0104853448798126e-72,894,716,178,False,500,1038,322,0.26480263157894735,False,3.6094368103918314e-71,True
resisc45,100,stage2,42,resnet50_imagenet_rgb3,resnet50_scratch_rgb3,0.0,2340,2254,86,False,500,2668,414,0.1503267973856209,False,0.0,True
resisc45,100,stage2,42,resnet50_imagenet_rgb3,swin_b_imagenet_rgb3,1.5966521629900534e-14,445,141,304,False,500,337,196,0.30577223088923555,False,6.386608651960214e-14,True
resisc45,100,stage2,42,resnet50_imagenet_rgb3,swin_b_satlas-aerial_rgb3,1.63343621676006e-08,490,182,308,False,500,374,192,0.28152492668621704,False,4.90030865028018e-08,True
resisc45,100,stage2,42,resnet50_imagenet_rgb3,swin_b_satlas-rgb_rgb3,0.0014961642897455517,588,333,255,False,500,578,245,0.29411764705882354,False,0.0029923285794911034,True
resisc45,100,stage2,42,resnet50_imagenet_rgb3,swin_b_scratch_rgb3,0.0,2672,2592,80,False,500,3012,420,0.13583441138421734,False,0.0,True
resisc45,100,stage2,42,resnet50_satlas-rgb_rgb3,resnet50_scratch_rgb3,1.0420269688079775e-293,1978,1804,174,False,1038,2668,864,0.3040112596762843,False,1.250432362569573e-292,True
resisc45,100,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_imagenet_rgb3,1.538539873070819e-114,947,123,824,False,1038,337,214,0.1843238587424634,False,1.6923938603779008e-113,True
resisc45,100,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_satlas-aerial_rgb3,3.8336138672961246e-106,918,127,791,False,1038,374,247,0.21201716738197424,False,3.833613867296125e-105,True
resisc45,100,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_satlas-rgb_rgb3,1.4997640257668533e-57,824,182,642,False,1038,578,396,0.32459016393442625,False,1.1998112206134827e-56,True
resisc45,100,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_scratch_rgb3,0.0,2244,2109,135,False,1038,3012,903,0.2869399428026692,False,0.0,True
resisc45,100,stage2,42,resnet50_scratch_rgb3,swin_b_imagenet_rgb3,0.0,2459,64,2395,False,2668,337,273,0.09992679355783309,False,0.0,True
resisc45,100,stage2,42,resnet50_scratch_rgb3,swin_b_satlas-aerial_rgb3,0.0,2420,63,2357,False,2668,374,311,0.11387770047601611,False,0.0,True
resisc45,100,stage2,42,resnet50_scratch_rgb3,swin_b_satlas-rgb_rgb3,0.0,2254,82,2172,False,2668,578,496,0.18036363636363636,False,0.0,True
resisc45,100,stage2,42,resnet50_scratch_rgb3,swin_b_scratch_rgb3,1.3940933122468896e-21,1292,818,474,False,2668,3012,2194,0.6293746414228342,False,8.364559873481338e-21,True
resisc45,100,stage2,42,swin_b_imagenet_rgb3,swin_b_satlas-aerial_rgb3,0.07506197982139647,409,223,186,False,337,374,151,0.26964285714285713,False,0.07506197982139647,False
resisc45,100,stage2,42,swin_b_imagenet_rgb3,swin_b_satlas-rgb_rgb3,3.185065730428693e-25,535,388,147,False,337,578,190,0.2620689655172414,False,2.229546011300085e-24,True
resisc45,100,stage2,42,swin_b_imagenet_rgb3,swin_b_scratch_rgb3,0.0,2771,2723,48,False,337,3012,289,0.09444444444444444,False,0.0,True
resisc45,100,stage2,42,swin_b_satlas-aerial_rgb3,swin_b_satlas-rgb_rgb3,4.692110394215268e-19,518,361,157,False,374,578,217,0.29523809523809524,False,2.3460551971076344e-18,True
resisc45,100,stage2,42,swin_b_satlas-aerial_rgb3,swin_b_scratch_rgb3,0.0,2742,2690,52,False,374,3012,322,0.10509138381201044,False,0.0,True
resisc45,100,stage2,42,swin_b_satlas-rgb_rgb3,swin_b_scratch_rgb3,0.0,2590,2512,78,False,578,3012,500,0.16181229773462782,False,0.0,True
resisc45,full,stage2,42,resnet50_imagenet_rgb3,resnet50_satlas-rgb_rgb3,1.7578281392306959e-25,461,343,118,False,231,456,113,0.19686411149825783,False,1.4062625113845567e-24,True
resisc45,full,stage2,42,resnet50_imagenet_rgb3,resnet50_scratch_rgb3,3.505499931897394e-259,1451,1381,70,False,231,1542,161,0.09987593052109181,False,4.907699904656352e-258,True
resisc45,full,stage2,42,resnet50_imagenet_rgb3,swin_b_imagenet_rgb3,3.641160597915388e-08,211,65,146,False,231,150,85,0.28716216216216217,False,1.0923481793746164e-07,True
resisc45,full,stage2,42,resnet50_imagenet_rgb3,swin_b_satlas-aerial_rgb3,2.621232435117573e-09,244,75,169,False,231,137,62,0.20261437908496732,False,1.0484929740470291e-08,True
resisc45,full,stage2,42,resnet50_imagenet_rgb3,swin_b_satlas-rgb_rgb3,0.2253456937016634,300,161,139,False,231,253,92,0.23469387755102042,False,0.4506913874033268,False
resisc45,full,stage2,42,resnet50_imagenet_rgb3,swin_b_scratch_rgb3,0.0,1835,1782,53,False,231,1960,178,0.08842523596621957,False,0.0,True
resisc45,full,stage2,42,resnet50_satlas-rgb_rgb3,resnet50_scratch_rgb3,4.875776165432357e-198,1306,1196,110,False,456,1542,346,0.20944309927360774,False,5.850931398518829e-197,True
resisc45,full,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_imagenet_rgb3,2.0523503864960552e-49,426,60,366,False,456,150,90,0.1744186046511628,False,2.0523503864960552e-48,True
resisc45,full,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_satlas-aerial_rgb3,1.0063716151986663e-52,433,57,376,False,456,137,80,0.15594541910331383,False,1.107008776718533e-51,True
resisc45,full,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_satlas-rgb_rgb3,1.3395092699205915e-23,407,102,305,False,456,253,151,0.27060931899641577,False,9.37656488944414e-23,True
resisc45,full,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_scratch_rgb3,2.925682136588961e-290,1704,1604,100,False,456,1960,356,0.17281553398058253,False,4.681091418542338e-289,True
resisc45,full,stage2,42,resnet50_scratch_rgb3,swin_b_imagenet_rgb3,4.8483722696718926e-287,1476,42,1434,False,1542,150,108,0.06818181818181818,False,7.272558404507839e-286,True
resisc45,full,stage2,42,resnet50_scratch_rgb3,swin_b_satlas-aerial_rgb3,8.407837732657334e-292,1479,37,1442,False,1542,137,100,0.06333122229259025,False,1.4293324145517467e-290,True
resisc45,full,stage2,42,resnet50_scratch_rgb3,swin_b_satlas-rgb_rgb3,6.080151527492815e-257,1415,63,1352,False,1542,253,190,0.11838006230529595,False,7.904196985740659e-256,True
resisc45,full,stage2,42,resnet50_scratch_rgb3,swin_b_scratch_rgb3,8.267775187253527e-35,1148,783,365,False,1542,1960,1177,0.5062365591397849,False,7.440997668528174e-34,True
resisc45,full,stage2,42,swin_b_imagenet_rgb3,swin_b_satlas-aerial_rgb3,0.31221638834331633,141,64,77,False,150,137,73,0.3411214953271028,False,0.4506913874033268,False
resisc45,full,stage2,42,swin_b_imagenet_rgb3,swin_b_satlas-rgb_rgb3,1.7199660602361546e-12,209,156,53,False,150,253,97,0.31699346405228757,False,8.599830301180773e-12,True
resisc45,full,stage2,42,swin_b_imagenet_rgb3,swin_b_scratch_rgb3,0.0,1872,1841,31,False,150,1960,119,0.05976896032144651,False,0.0,True
resisc45,full,stage2,42,swin_b_satlas-aerial_rgb3,swin_b_satlas-rgb_rgb3,7.107884589208718e-14,236,176,60,False,137,253,77,0.24600638977635783,False,4.264730753525231e-13,True
resisc45,full,stage2,42,swin_b_satlas-aerial_rgb3,swin_b_scratch_rgb3,0.0,1869,1846,23,False,137,1960,114,0.057488653555219364,False,0.0,True
resisc45,full,stage2,42,swin_b_satlas-rgb_rgb3,swin_b_scratch_rgb3,0.0,1803,1755,48,False,253,1960,205,0.10209163346613546,False,0.0,True
